id,Park Code,Name,Street,Suburb,Easting,Northing,Latitude,Longitude
457,D1763,COLMSLIE BEACH RESERVE,COLMSLIE RD,MURARRIE,"508,995.57","6,963,612.45",-27.45095493,153.0910332
458,D0035,COLMSLIE RESERVE,LYTTON RD,MORNINGSIDE,"508,140.43","6,963,384.15",-27.45302149,153.0823809
459,D0953,COLORADO AVENUE PARK,FIFTH AVE,BARDON,"497,937.80","6,961,792.45",-27.46741408,152.9791279
460,D1356,COMMUNITY PARK,SOUTHAMPTON RD,CAROLE PARK,"494,020.12","6,945,407.73",-27.61532199,152.9393948
461,D1072,COMPTON ROAD PARK (NO.376),COMPTON RD,RUNCORN,"507,655.16","6,945,205.87",-27.6171359,153.0775851
462,D2010,COMPTON ROAD PARK (NO.484),MILDURA ST,STRETTON,"506,572.69","6,945,813.49",-27.61165607,153.066611
463,D1302,CONFERTA PLACE PARK,CONFERTA PL,FOREST LAKE,"496,560.86","6,945,521.99",-27.61429935,152.9651451
464,D1645,CONNAH CRESCENT PARK,CONNAH CRES,CARINDALE,"510,725.33","6,955,754.95",-27.52187956,153.1086075
465,D0690,CONONDALE PARK,CRESSBROOK ST,EIGHT MILE PLNS,"507,483.95","6,949,402.35",-27.57925185,153.0758238
466,D1569,CONSIDEN PLACE PARK,WEEKES RD,BELLBOWRIE,"489,097.32","6,950,697.85",-27.56753303,152.8895509
467,D1306,CONSTELLATION WAY PARK,CONSTELLATION WAY,WYNNUM,"515,602.28","6,966,125.51",-27.43190164,153.1555656
468,D1548,COOCHIN PLACE PARK,COOCHIN PL,TINGALPA,"513,933.28","6,961,433.79",-27.47058218,153.1410266
469,D1295,COOK STREET PARK,COOK ST,FOREST LAKE,"495,905.42","6,944,919.76",-27.61973426,152.9585004
470,D1258,COOLABAH CRESCENT PARK,COOLABAH CRES,BRIDGEMAN DOWNS,"499,822.87","6,973,137.40",-27.36499285,152.9982088
471,D0653,COOLAROO CRESCENT PARK,SUMMIT PL,MT OMMANEY,"492,867.04","6,953,318.47",-27.54170506,152.9277905
472,D0788,COOLIBAH PARK,DEVENISH ST,SUNNYBANK,"506,436.05","6,949,922.16",-27.57456442,153.0652043
473,D0116,COONARA STREET PARK,COONARA ST,HOLLAND PARK,"506,698.32","6,956,669.22",-27.51365145,153.0678239
474,D0847,COONAWARRA STREET PARK,COONAWARRA ST,SUNNYBANK HILLS,"504,696.49","6,948,201.60",-27.59010453,153.0475873
475,D0436,COORA STREET PARK,GREENWOOD ST,WISHART,"510,582.23","6,951,792.89",-27.55764965,153.1071932
476,D0646,COORPAROO CREEK RESERVE,LACKEY AVE,COORPAROO,"505,470.74","6,958,928.05",-27.49326434,153.0553838
477,D0226,COPPERFIELD STREET PARK,COPPERFIELD ST,GEEBUNG,"504,339.18","6,972,476.19",-27.37095538,153.0438799
478,D0194,CORBIE STREET PARK,CORBIE ST,ASHGROVE,"500,214.22","6,964,924.77",-27.439137,153.0021676
479,D2185,CORBYN STREET PARK,TUFNELL RD,BANYO,"508,319.62","6,970,819.32",-27.38589531,153.0841434
480,D0951,COREEN STREET PARK,COREEN ST,WYNNUM,"516,927.25","6,964,758.69",-27.44053113,153.1712838
481,D1686,CORELLA CRESCENT PARK,CORELLA CRES,TAIGUM,"504,874.65","6,976,211.37",-27.33723182,153.04928
482,D0584,CORMORANT STREET PARK,CORMORANT ST,INALA,"497,083.34","6,947,214.68",-27.59901927,152.9704445
483,D2512,CORONA AVENUE PARK,CORONA AVE,ASHGROVE,"499,968.46","6,964,650.98",-27.4416088,152.9996808
484,D0155,CORRAMULLING PARK,YOORALA ST,THE GAP,"493,738.13","6,963,766.72",-27.4498911,152.9367225
485,D1438,CORYPHA CRESCENT PARK,RAINCLIFFE PL,CALAMVALE,"505,728.22","6,944,553.52",-27.62303474,153.0580587
486,D1828,COVENTRY CIRCUIT PARK,OAKLEY ST,CARINDALE,"512,101.57","6,954,988.18",-27.52879024,153.1225514
487,D1830,COVENTRY PLACE PARK,COVENTRY PL,SUNNYBANK HILLS,"505,326.41","6,946,907.06",-27.60178909,153.0539758
488,D3015,COWIE ROAD PARK,COWIE RD,CARSELDINE,"501,977.32","6,975,991.31",-27.3392258,153.01999
489,D2024,COWLISHAW STREET PARK,COWLISHAW ST,BOWEN HILLS,"504,141.46","6,963,927.37",-27.44813524,153.0419096
490,D0534,COX PARK,RICHARD ST,LOTA,"518,294.59","6,961,585.27",-27.46916298,153.1851675
491,D0397,CRACKNELL ROAD PARK,SHAFTESBURY ST,TARRAGINDI,"504,095.79","6,955,903.57",-27.52057401,153.0414746
492,D1282,CRAWFORD ROAD PARK,CRAWFORD RD,WYNNUM WEST,"514,608.94","6,963,818.04",-27.44905022,153.1478367
493,D0592,CREEK ROAD PARK,CREEK RD,CANNON HILL,"509,937.30","6,960,750.09",-27.47678971,153.1005868
494,D1814,CREEK ROAD PARK (NO.725),LYTTON RD,MURARRIE,"509,577.05","6,962,844.74",-27.45788182,153.0969236
495,D0743,CREEKSIDE STREET PARK,CREEKSIDE ST,KENMORE HILLS,"492,018.31","6,957,684.53",-27.50420526,152.9182601
496,D0733,CRESTHAVEN PARK,BANIKA ST,MANSFIELD,"510,841.65","6,953,925.38",-27.53839583,153.1098019
497,D1638,CRIBB ROAD PARK,CRIBB RD,CARINDALE,"511,876.36","6,955,186.02",-27.52700617,153.1202687
498,D1641,CRICKET STREET PARK,HALE ST,BRISBANE,"501,142.03","6,962,286.70",-27.46295304,153.0115584
499,D0642,CROMARTY STREET PARK,KINGUSSIE ST,KENMORE,"493,171.67","6,956,716.47",-27.51322428,152.9308599
500,D0169,CROSBY PARK,CROSBY RD,ALBION,"504,631.81","6,965,450.09",-27.43438653,153.046866
501,D0173,CROSBY ROAD PARK,CROSBY RD,ASCOT,"505,103.46","6,965,635.86",-27.43270777,153.0516374
502,D0998,CROYDON ROAD PARK,CROYDON RD,PADDINGTON,"498,881.79","6,962,903.19",-27.45738744,152.9886833
503,D0253,CUBBERLA CREEK RESERVE,FIG TREE POCKET RD,CHAPEL HILL,"495,301.82","6,956,544.85",-27.51478267,152.9524281
504,D1344,CUBBERLA STREET PARK,CUBBERLA ST,FIG TREE POCKET,"497,109.92","6,955,005.42",-27.52868561,152.9707325
505,D0643,CURLEW PARK,CURLEW ST,SANDGATE,"507,202.74","6,977,500.81",-27.32558025,153.072808
506,D1347,CURRAJONG STREET PARK,CURRAJONG ST,CALAMVALE,"505,192.05","6,945,168.79",-27.61748237,153.0526216
507,D1459,CURRINGA STREET PARK,WECKER RD,MANSFIELD,"510,285.94","6,954,319.61",-27.5345637,153.1040338
508,D1192,CUSCUS COURT PARK,CUSCUS CT,WYNNUM WEST,"515,267.97","6,962,755.22",-27.45863809,153.1545191
509,D0782,CYRIL SIMS PARK,MARSALA ST,CALAMVALE,"505,907.60","6,945,582.08",-27.61374831,153.0598717
510,D0580,D.J.SHERRINGTON PARK,BLUNDER RD,INALA,"498,658.66","6,947,375.63",-27.59756871,152.9864079
511,D0559,D.M.HENDERSON PARK,MCCULLOUGH ST,MACGREGOR,"507,238.47","6,950,307.01",-27.57108601,153.0733314
512,D1767,DAINTREE CLOSE PARK,DAINTREE CL,FOREST LAKE,"497,527.57","6,944,707.62",-27.62336063,152.9757744
513,D2005,DAINTREE DRIVE PARK (NO.65),DAINTREE DR,PARKINSON,"502,930.97","6,942,493.02",-27.64164538,153.0297121
514,D2005,DAINTREE DRIVE PARK (NO.65),DAINTREE DR,PARKINSON,"503,036.01","6,942,542.88",-27.64119506,153.0307767
515,D0763,DAIRY SWAMP ROAD PARK,CASTLEREA ST,TINGALPA,"513,490.13","6,959,644.77",-27.483404,153.1366085
516,D2065,DALEWOOD PLACE PARK,DALEWOOD PL,MOGGILL,"488,556.30","6,950,180.37",-27.57220025,152.8840652
517,D0494,DAMON ROAD PARK,DAMON RD,LUTWYCHE,"502,580.03","6,966,786.77",-27.42259341,153.0260134
518,D1848,DAMPIER CRESCENT PARK,MACQUARIE WAY,DREWVALE,"505,768.54","6,941,139.75",-27.65385325,153.0584838
519,D1197,DANDELION STREET PARK,WARRIGAL RD,EIGHT MILE PLNS,"508,453.43","6,948,988.24",-27.58298463,153.0856491
520,D2170,DANNENBERG STREET PARK,DANNENBERG ST,BALD HILLS,"501,479.48","6,976,351.80",-27.33597193,153.0149565
521,D1757,DARIEN STREET PARK (NO.29),DARIEN ST,BRIDGEMAN DOWNS,"498,936.10","6,973,904.73",-27.35806483,152.9892426
522,D1497,DARLING POINT PARK (ROAD RESERVE),LOWER ESP,MANLY,"518,473.49","6,964,111.64",-27.44722408,153.1873825
523,D0325,DARRA RECREATION RESERVE,IPSWICH RD,DARRA,"495,423.94","6,949,807.03",-27.57561135,152.953639
524,D0706,DASH STREET PARK,DUGGAN ST,KEPERRA,"495,596.31","6,968,251.95",-27.40909197,152.9554524
525,D1909,DASYURE PLACE PARK,DASYURE PL,WYNNUM WEST,"514,934.57","6,962,433.78",-27.46154368,153.1511489
526,D1478,DAUPHIN TERRACE PARK,FRASER TCE,HIGHGATE HILL,"501,436.64","6,959,262.87",-27.4902519,153.0145437
527,D1491,DAVID & BARBARA ANDERSON PARK,DAVANDER CL,THE GAP,"494,576.19","6,965,424.57",-27.43461399,152.9451203
528,D0490,DAVIDSON STREET PARK,DAVIDSON ST,NEWMARKET,"500,273.61","6,964,880.46",-27.44014795,153.0024866
529,D0347,DAVIES PARK,MONTAGUE RD,WEST END,500432,"6,960,551.01",-27.47862326,153.0043728
530,D0575,DAW ROAD PARK,DAW RD,RUNCORN,"507,605.68","6,948,767.85",-27.58497929,153.0770611
531,D0165,DAWN STREET PARK,KAMBER ST,BARDON,"498,055.07","6,963,333.72",-27.45349972,152.9803173
532,D0964,DEAD MAN'S GULLY PARK,ABARTH ST,CHERMSIDE,"503,043.29","6,970,331.13",-27.39032465,153.0307806
533,D0620,DEAGON LANDS PARK,HICKSON RD,DEAGON,"506,369.06","6,976,563.93",-27.33404272,153.0643857
534,D0620,DEAGON LANDS PARK,HICKSON RD,DEAGON,"506,390.74","6,976,662.21",-27.33315536,153.0646044
535,D0620,DEAGON LANDS PARK,HICKSON RD,DEAGON,"506,553.85","6,976,806.69",-27.33185018,153.0662525
536,D0283,DEAGON SPORTSGROUND PARK,BOARD ST,DEAGON,"505,909.76","6,977,962.87",-27.32141495,153.0597359
537,D0283,DEAGON SPORTSGROUND PARK,BOARD ST,DEAGON,"506,311.55","6,978,014.29",-27.32094886,153.0637968
538,D1373,DEAGON WETLANDS,KEMPSTER ST,SANDGATE,"505,115.86","6,978,636.72",-27.31533452,153.0517084
539,D0275,DECKER PARK,TWENTY-FIFTH AVE,BRIGHTON,"506,349.31","6,981,908.45",-27.28579147,153.0641583
540,D0272,DEERHURST ROAD PARK,DEERHURST RD,BROOKFIELD,"492,108.27","6,958,812.26",-27.49347124,152.921069
541,D0272,DEERHURST ROAD PARK,DEERHURST RD,BROOKFIELD,"492,138.89","6,958,871.08",-27.49275174,152.9208991
542,D1364,DELANEY CIRCUIT PARK,DELANEY CRCT,CARINDALE,"510,744.42","6,955,930.02",-27.52029887,153.1087993
543,D1203,DELAPINE PLACE PARK,DELAPINE PL,SVTN MILE ROCKS,"496,121.52","6,952,976.44",-27.54700051,152.9607166
544,D2092,DELATHIN ROAD PARK,DELATHIN RD,ALGESTER,"503,947.25","6,947,063.90",-27.60037789,153.0399994
545,D0922,DELAVAN STREET PARK,DELAVAN ST,WISHART,"509,635.68","6,951,379.69",-27.56138704,153.0976083
546,D0720,DELBRIDGE PARK,BLUNDER RD,DURACK,"498,711.64","6,948,354.48",-27.58873188,152.9869458
547,D1087,DELFIN STREET PARK,DELFIN DR,MACGREGOR,"506,765.48","6,950,775.42",-27.56685974,153.068537
548,D0929,DELLOW STREET PARK,DELLOW ST,ACACIA RIDGE,"501,523.96","6,948,432.10",-27.58803086,153.0154413
549,D1370,DELPHIN DRIVE PARK,MAINS RD,MACGREGOR,"506,461.42","6,950,885.05",-27.56587148,153.0654561
550,D1131,DENISE STREET PARK (NO.11),DENISE ST,MANLY WEST,"515,974.18","6,961,329.59",-27.47150052,153.1616851
551,D1327,DENISE STREET PARK (NO.12),DENISE ST,MANLY WEST,"515,878.22","6,961,348.91",-27.47132716,153.1607136
552,D1607,DENIVEN STREET PARK,PRATTEN ST,CORINDA,"498,622.31","6,952,690.48",-27.54958702,152.9860456
553,D2012,DENNING ROAD PARK (NO.30),DENNING RD,BRACKEN RIDGE,"501,683.14","6,977,150.59",-27.32876009,153.0170143
554,D1538,DENNIS WEBB PARK,MT GRAVATT-CAPALABA RD,UPR MT GRAVATT,"508,543.24","6,951,875.93",-27.55691442,153.0865385
555,D0441,DENT PARK,ST ACHS ST,NUDGEE,"508,319.00","6,972,886.28",-27.36723457,153.084123
556,D1685,DEPOT ROAD PARK (NO 106),DEPOT RD,DEAGON,"504,681.02","6,976,920.19",-27.33083061,153.0474407
557,D1479,DERBY STREET PARK,DERBY ST,HIGHGATE HILL,"501,661.14","6,959,132.27",-27.49143069,153.0168166
558,D1644,DERVEL STREET PARK,DERVEL ST,CARINDALE,"510,711.28","6,955,648.75",-27.52283839,153.1084662
559,D1878,DESHON STREET PARK,DESHON ST,WOOLLOONGABBA,"504,686.62","6,958,972.99",-27.49286161,153.0474455
560,D0293,DESMOND AVENUE PARK,DESMOND AVE,DEAGON,"505,732.02","6,977,281.08",-27.327571,153.0579424
561,D2062,DESOTO PLACE PARK,CARISBROOK CRCT,FOREST LAKE,"496,215.53","6,944,139.87",-27.62677585,152.9616409
562,D0561,DEVITT PARK,CLINTON ST,COOPERS PLAINS,"503,557.95","6,950,853.66",-27.56616556,153.0360432
563,D1106,DEVLAN STREET PARK,SECAM ST,MANSFIELD,"509,797.85","6,955,107.32",-27.52773334,153.0992209
564,D1139,DEVONSHIRE STREET PARK,DEVONSHIRE ST,ASHGROVE,"498,557.70","6,964,039.18",-27.44713139,152.9854047
565,D0666,DEW STREET PARK,DEW ST,RUNCORN,"507,227.72","6,948,076.06",-27.59122673,153.0732358
566,D1184,DEWBERRY CLOSE PARK,WARRIGAL RD,EIGHT MILE PLNS,"508,489.31","6,948,642.33",-27.58610721,153.0860151
567,D2134,DIANA PLACE PARK,DIANA PL,MANLY WEST,"515,350.27","6,961,205.84",-27.47262484,153.1553716
568,D1113,DIANELLA RESERVE,QUEENS PDE,BRIGHTON,"505,334.57","6,980,342.04",-27.29993769,153.0539114
569,D2177,DIANTHUS STREET (SOUTH) PARK,DIANTHUS ST,WAKERLEY,"515,060.31","6,959,343.36",-27.48944251,153.1524599
570,D1595,DICKINSON CLOSE PARK,BOUNDARY RD,COOPERS PLAINS,"503,891.04","6,950,417.03",-27.57010651,153.0394189
571,D1600,DICKSON STREET PARK,TELEGRAPH RD,BALD HILLS,"501,321.61","6,977,277.39",-27.32761566,153.0133596
572,D1600,DICKSON STREET PARK,TELEGRAPH RD,BALD HILLS,"501,351.87","6,977,516.46",-27.3254573,153.0136652
573,D1600,DICKSON STREET PARK,TELEGRAPH RD,BALD HILLS,"501,410.31","6,977,577.95",-27.32490206,153.0142559
574,D1600,DICKSON STREET PARK,TELEGRAPH RD,BALD HILLS,"501,450.25","6,977,303.61",-27.32737885,153.01466
575,D1600,DICKSON STREET PARK,TELEGRAPH RD,BALD HILLS,"501,454.65","6,977,145.21",-27.32880887,153.0147046
576,D1600,DICKSON STREET PARK,TELEGRAPH RD,BALD HILLS,"501,532.21","6,977,318.46",-27.32724471,153.0154884
577,D1600,DICKSON STREET PARK,TELEGRAPH RD,BALD HILLS,"501,601.09","6,977,177.39",-27.32851818,153.0161849
578,D0789,DIDBROOK STREET PARK,DIDBROOK ST,ROBERTSON,"505,279.62","6,951,055.20",-27.56434053,153.0534834
579,D1079,DILLINGEN STREET PARK,DILLINGEN ST,CHAPEL HILL,"494,061.76","6,958,897.18",-27.49033111,152.9400928
580,D1473,DILLON ROAD PARK,CLARE PL,THE GAP,"493,397.39","6,963,317.92",-27.45362769,152.9331814
581,D0675,DIOSMA STREET PARK,MAZZARD ST,BELLBOWRIE,"488,395.15","6,951,629.99",-27.55911196,152.8824466
582,D0007,DITTMER PARK,LOGAN RD,UPR MT GRAVATT,"507,661.83","6,952,462.80",-27.55162151,153.0776066
583,D0986,DITTON ROAD PARK (NO.127),RYHILL RD,SUNNYBANK HILLS,"504,052.10","6,948,896.67",-27.58383165,153.0410557
584,D0256,DOBELL STREET PARK,DOBELL ST,INDOOROOPILLY,"495,972.53","6,956,388.66",-27.51619489,152.9592189
585,D0352,DOCK STREET PARK,VULTURE ST,SOUTH BRISBANE,"502,640.69","6,960,076.70",-27.48290284,153.0267309
586,D1608,DOLLIS STREET PARK,BEAUDESERT RD,ROCKLEA,"502,136.63","6,952,109.72",-27.55482902,153.0216425
587,D0045,DONALDSON STREET PARK,DONALDSON ST,NORMAN PARK,"505,505.87","6,960,577.62",-27.47837196,153.055732
588,D1844,DONEGAL PLACE PARK,DESBET ST,THE GAP,"494,223.33","6,965,598.66",-27.43304091,152.9415508
589,D0240,DONNA PHILP PARK,STANWORTH RD,BOONDALL,"506,765.13","6,974,217.53",-27.35417605,153.0664178
590,D0756,DONNINGTON STREET PARK NORTH,HELMSLEY CT,CARINDALE,"509,997.98","6,957,050.52",-27.51018879,153.1012315
591,D0818,DONNINGTON STREET PARK SOUTH,CREEK RD,CARINDALE,"509,728.08","6,956,645.73",-27.51384514,153.098502
592,D0892,DOOHAN MOTORCYCLE RACEWAY,LANDERS POCKET RD,EAGLE FARM,"508,871.85","6,970,229.11",-27.39122032,153.0897329
593,D0161,DORRINGTON PARK,MIRRABOOKA RD,ASHGROVE,"498,593.27","6,964,814.25",-27.44013411,152.9857656
594,D1239,DORVILLE ROAD PARK,DORVILLE RD,ASPLEY,"501,856.58","6,974,444.18",-27.35370899,153.0184965
595,D1524,DOUGHBOY PARADE PARK,DOUGHBOY PDE,HEMMANT,"512,168.26","6,963,801.43",-27.4492242,153.1231382
596,D2616,DOULTON STREET PARK,DOULTON ST,CALAMVALE,"504,780.57","6,942,979.33",-27.63724985,153.04846
597,D0492,DOWNEY PARK,NOBLE ST,WILSTON,"502,409.58","6,964,751.39",-27.44070017,153.0243821
598,D0443,DOWNFALL CREEK RESERVE,JEFFERIS ST,VIRGINIA,"505,733.14","6,971,139.92",-27.38241338,153.0575844
599,D1907,DOYLE PLACE PARK (NO.29),DOYLE PL,THE GAP,"493,209.70","6,963,068.77",-27.45587608,152.9312806
600,D1134,DRUMMOND STREET PARK,OLDFIELD RD,SINNAMON PARK,"495,184.09","6,953,207.60",-27.54491065,152.9512227
601,D0327,DUCIE STREET PARK,EBRINGTON ST,DARRA,"495,064.72","6,950,157.51",-27.57244602,152.9500011
602,D1667,DUGGAN STREET PARK,DUGGAN ST,KEPERRA,"495,599.16","6,968,434.04",-27.40744811,152.9554819
603,D0265,DUMBARTON DRIVE PARK,FORTROSE ST,KENMORE,"492,935.76","6,956,924.57",-27.51134431,152.9284725
604,D1881,DUMBURBU PARK,COLLEGE RD,KARANA DOWNS,"481,659.66","6,952,974.02",-27.54690375,152.8142389
605,D0316,DUNLOP PARK,TURNER ST,CORINDA,"498,277.00","6,952,995.28",-27.5468349,152.9825485
606,D0476,DUNMORE PARK,LANG PDE,AUCHENFLOWER,"499,950.68","6,961,039.84",-27.47421021,152.9995008
607,D2093,DUNPHY STREET PARK,DUNPHY ST,SUNNYBANK HILLS,"505,739.27","6,948,020.44",-27.59173597,153.0581542
608,D0855,DURELLA STREET PARK,BLUNDER RD,DURACK,"498,083.30","6,947,818.58",-27.59356914,152.9805783
609,D1124,DURRINGTON PARK,SCHOOL RD,WYNNUM WEST,"515,089.57","6,963,800.09",-27.44946078,153.1530445
610,D0355,DUTTON PARK,GLADSTONE RD,DUTTON PARK,"502,413.08","6,958,567.74",-27.49652608,153.0244298
611,D1511,DYSON AVENUE PARK (NO.50),DYSON AVE,SUNNYBANK,"504,500.37","6,949,762.73",-27.57601155,153.0455942
612,D0588,DYSON AVENUE PARK (NO.93),BEENLEIGH RD,SUNNYBANK,"504,514.97","6,949,539.74",-27.57802458,153.0457431
613,D0669,E C BACKWELL PARK,AMAROO ST,ARCHERFIELD,"501,497.25","6,951,704.23",-27.55849063,153.0151666
614,D0175,E. E. MCCASKIE OVAL,KELVIN GROVE RD,KELVIN GROVE,"501,251.41","6,963,295.71",-27.45384365,153.0126643
615,D0104,E. E. MCCORMICK PLACE,SKEW ST,BRISBANE CITY,"501,458.46","6,961,833.15",-27.4670474,153.0147615
616,D0104,E. E. MCCORMICK PLACE,SKEW ST,BRISBANE CITY,"501,508.40","6,961,902.23",-27.46642375,153.0152668
617,D1902,EAGLE FARM ROAD PARK,EAGLE FARM RD,PINKENBA,"512,029.23","6,967,191.10",-27.41862341,153.1216976
618,D3014,EARNSHAW ROAD PARK,PATONGA ST,BANYO,"508,356.85","6,971,715.48",-27.37780447,153.0845137
619,D1460,EASTGATE STREET PARK,MEADOWLANDS RD,CARINA,"510,350.85","6,959,258.62",-27.49025159,153.1047855
620,D1083,EASTWOOD DRIVE PARK,OCONNOR CRES,MANSFIELD,"510,708.74","6,954,585.50",-27.53243737,153.1084499
621,D2029,EBBERN STREET PARK,EBBERN ST,DARRA,"494,606.94","6,950,650.41",-27.56799446,152.9453656
622,D0532,ED DEVENPORT ROTARY PARK,BELTANA ST,LOTA,"518,720.07","6,961,607.28",-27.46895845,153.1894736
623,D0532,ED DEVENPORT ROTARY PARK,BELTANA ST,LOTA,"518,745.75","6,961,353.00",-27.47125376,153.1897374
624,D1068,EDEN ELM STREET PARK,PARKLANDS ST,CALAMVALE,"505,385.25","6,944,931.34",-27.61962525,153.0545808
625,D1399,EDENBROOKE PARK,EDENBROOKE DR,SVTN MILE ROCKS,"495,222.00","6,952,232.54",-27.55509677,152.9521525
626,D0891,EDINBURGH CASTLE ROAD PARK,EDINBURGH CASTLE RD,WAVELL HEIGHTS,"503,767.46","6,969,058.84",-27.40180922,153.038109
627,D0625,EDWARD KELK PARK,SIBLEY RD,WYNNUM WEST,"514,376.62","6,964,215.63",-27.44546323,153.145481
628,D1248,EDWARDS PARK,CRIBB RD,CARINDALE,"510,548.56","6,955,209.28",-27.52680714,153.1068223
629,D0495,EILDON HILL RESERVE,PALING AVE,WILSTON,"502,305.24","6,965,848.77",-27.43079317,153.0233243
630,D0292,EINBUNPIN LAGOON PARK,LAGOON ST,SANDGATE,"506,730.38","6,978,179.27",-27.31945742,153.0680294
631,D0399,EKIBIN MEMORIAL PARK,LUTZOW ST,TARRAGINDI,"504,499.40","6,955,909.42",-27.52051995,153.0455616
632,D0393,EKIBIN PARK EAST,RIDGE ST,GREENSLOPES,"504,028.57","6,957,119.42",-27.50959767,153.0407899
633,D0393,EKIBIN PARK EAST,RIDGE ST,GREENSLOPES,"504,152.60","6,957,284.78",-27.50810443,153.0420451
634,D1348,EKIBIN PARK SOUTH,EKIBIN RD,ANNERLEY,"503,848.08","6,956,861.69",-27.51192496,153.0389631
635,D1126,EL PASO STREET PARK,PATEN RD,THE GAP,"496,443.07","6,962,990.36",-27.45659625,152.9640029
636,D0516,ELANORA PARK,SAUNDERS PL,WYNNUM,"516,764.62","6,965,999.39",-27.42933215,153.1696211
637,D1216,ELDERSLIE PLACE PARK,CRESSBROOK ST,FOREST LAKE,"495,779.85","6,946,531.92",-27.60517968,152.9572333
638,D0333,ELINGA STREET PARK,ELINGA ST,JINDALEE,"493,973.87","6,954,553.28",-27.53275712,152.9389718
639,D0566,ELIZABETH BRUCE PLAYGROUND PARK,BAMBOO ST,INALA,"497,194.29","6,948,926.84",-27.58356241,152.9715727
640,D2194,ELLEN GROVE DISTRICT SPORTS PARK,CORIANDER PL,ELLEN GROVE,"495,591.23","6,945,724.47",-27.61246859,152.955319
641,D2194,ELLEN GROVE DISTRICT SPORTS PARK,CORIANDER PL,ELLEN GROVE,"495,748.79","6,945,701.31",-27.61267817,152.9569157
642,D0833,ELLERBY ROAD PARK,ELLERBY RD,MOGGILL,"489,473.80","6,949,775.88",-27.57585938,152.8933568
643,D2026,EMERALD PLACE PARK (NO 8),EMERALD PL,MITCHELTON,"496,514.11","6,967,419.20",-27.41661278,152.9647344
644,D0500,EMERSON PARK,CHEVIOT ST,GRANGE,"501,823.80","6,967,218.24",-27.41843023,153.0184511
645,D0094,EMMA MILLER PLACE,ROMA ST,BRISBANE,"502,171.06","6,961,828.63",-27.46708733,153.0219738
646,D0094,EMMA MILLER PLACE,ROMA ST,BRISBANE,"502,275.64","6,961,760.90",-27.46769858,153.0230325
647,D0634,EMMA STREET PARK,EMMA ST,WOOLOOWIN,"504,523.41","6,968,384.27",-27.40789698,153.0457581
648,D1069,EMMETT STREET PARK,WONDALL RD,WYNNUM WEST,"515,128.84","6,961,990.05",-27.46554755,153.1531206
649,D1898,EMUNGERIE GROVE RESERVE,EMUNGERIE GR,KARANA DOWNS,"481,405.83","6,954,528.46",-27.53213801,152.8120891
650,D1898,EMUNGERIE GROVE RESERVE,EMUNGERIE GR,KARANA DOWNS,"481,481.86","6,953,943.78",-27.5371205,152.8134462
651,D1260,ENBROOK PARKLAND,TELEGRAPH RD,BRACKEN RIDGE,"502,902.03","6,976,918.77",-27.33085095,153.0293362
652,D0765,ENDIANDRA STREET PARK,ALGESTER RD,ALGESTER,"503,130.38","6,945,066.57",-27.61841151,153.0317268
653,D1484,ENGLEFIELD ROAD PARK (NOS.35-47),MABEL ST,OXLEY,"497,516.06","6,951,843.93",-27.55722792,152.9748389
654,D0866,ENOGGERA CREEK RESERVE,WATERWORKS RD,ASHGROVE,"497,629.10","6,964,097.50",-27.44660359,152.9760079
655,D0129,ENOGGERA MEMORIAL PARK,HURDCOTTE ST,ENOGGERA,"498,798.54","6,967,687.76",-27.41419212,152.9878455
656,D2332,ENOGGERA RESERVOIR PARK,MT NEBO RD,ENOGGERA RESVR,"492,754.78","6,964,540.13",-27.44259033,152.9266855
657,D2212,EPALA STREET PARK,JOHNSTON ST,CARINA,"511,022.62","6,959,098.10",-27.49169544,153.1115875
658,D0390,ERIC CRESCENT PARK,TENNESSEE AVE,ANNERLEY,"503,029.76","6,955,610.30",-27.52322442,153.0306805
659,D0521,ERIC SHAW PARK,SELINA ST,WYNNUM,"516,231.22","6,965,170.22",-27.43682436,153.1642353
660,D0110,ERIC SIVELL PARK,BOUNDARY RD,COORPAROO,"507,256.07","6,957,741.06",-27.50397208,153.0734649
661,D0110,ERIC SIVELL PARK,BOUNDARY RD,COORPAROO,"507,353.10","6,957,703.39",-27.50431166,153.0744476
662,D0587,ERIDANUS STREET PARK,BELLATRIX ST,INALA,"496,320.11","6,947,112.98",-27.59993553,152.96271
663,D1850,ERNCROFT PLACE PARK,ERNCROFT PL,ROCKLEA,"501,801.98","6,952,191.59",-27.55409045,153.0182527
664,D0880,EROMANGA STREET PARK,RAINSBY CT,CARINDALE,"510,767.23","6,956,870.93",-27.51180424,153.1090219
665,D0984,ESPLANADE PARK,ESPLANADE,YERONGA,"500,249.67","6,956,505.30",-27.5147497,153.0021643
666,D0423,ESSEX ROAD PARK,ESSEX RD,INDOOROOPILLY,"498,245.88","6,958,236.21",-27.49952017,152.9822409
667,D1450,ESTATE PLACE PARK,ESTATE PL,HOLLAND PK WEST,"506,042.13","6,954,193.02",-27.53600947,153.061192
668,D1947,ETON AVENUE PARK,ABERDEEN PDE,BOONDALL,"507,023.20","6,974,581.34",-27.35193863,153.0710099
669,D2078,EUCALYPT PLACE PARK,EUCALYPT PL,BRACKEN RIDGE,"501,564.61","6,977,505.96",-27.32555185,153.0158157
670,D2078,EUCALYPT PLACE PARK,EUCALYPT PL,BRACKEN RIDGE,"501,642.57","6,977,690.97",-27.32388145,153.0166035
